COUNTRATE ANALYSIS: round_16.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10428.5         | 10316.5         | 8452.9         
2    | 577.9           | 577.7           | 532.4          
3    | 8.8             | 8.8             | 7.0            
4    | 0.5             | 0.5             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 29902.9         | 28440.3         | 23395.0        
10   | 2597.3          | 2593.2          | 2299.2         
11   | 100.9           | 100.9           | 87.8           
12   | 5.3             | 5.3             | 4.0            
13   | 0.2             | 0.2             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 11657.3         | 11468.7         | 10232.8        
18   | 241.6           | 241.6           | 226.8          
19   | 3.6             | 3.6             | 0.0            
20   | 0.0             | 0.0             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 12309.6         | 12224.1         | 10658.8        
26   | 350.6           | 350.5           | 318.2          
27   | 4.9             | 4.9             | 2.8            
28   | 0.1             | 0.1             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 68189.9         | 66336.8         | 56217.9        
=================================================================
