COUNTRATE ANALYSIS: round_3.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10753.1         | 10628.5         | 8741.3         
2    | 590.0           | 589.6           | 540.9          
3    | 11.6            | 11.5            | 6.9            
4    | 0.3             | 0.3             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 30407.1         | 28906.0         | 23777.5        
10   | 2677.7          | 2670.8          | 2378.8         
11   | 98.5            | 98.5            | 90.5           
12   | 5.3             | 5.2             | 4.9            
13   | 0.3             | 0.3             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 12531.3         | 12328.2         | 11000.4        
18   | 272.5           | 272.3           | 252.2          
19   | 4.4             | 4.4             | 2.3            
20   | 0.2             | 0.2             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 13421.1         | 13323.8         | 11727.6        
26   | 372.8           | 372.4           | 347.7          
27   | 7.1             | 7.2             | 4.9            
28   | 0.2             | 0.2             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 71153.5         | 69219.5         | 58875.7        
=================================================================
