COUNTRATE ANALYSIS: round_19.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10109.2         | 10000.6         | 8183.6         
2    | 535.7           | 535.5           | 501.7          
3    | 8.6             | 8.6             | 6.8            
4    | 0.2             | 0.2             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 29267.5         | 27843.4         | 22962.4        
10   | 2444.8          | 2441.0          | 2173.6         
11   | 93.5            | 93.5            | 88.0           
12   | 4.9             | 4.9             | 4.2            
13   | 0.2             | 0.2             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 10769.7         | 10598.7         | 9429.3         
18   | 214.0           | 213.9           | 191.6          
19   | 2.4             | 2.4             | 0.4            
20   | 0.1             | 0.1             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 11215.0         | 11136.3         | 9657.9         
26   | 325.7           | 325.7           | 293.2          
27   | 5.8             | 5.8             | 3.7            
28   | 0.1             | 0.1             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 64997.4         | 63210.9         | 53496.3        
=================================================================
