COUNTRATE ANALYSIS: round_3.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 11022.2         | 10892.5         | 8980.0         
2    | 597.0           | 596.3           | 561.1          
3    | 10.2            | 10.1            | 8.3            
4    | 0.8             | 0.8             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 31107.3         | 29575.1         | 24264.9        
10   | 2820.9          | 2814.8          | 2501.4         
11   | 109.7           | 109.2           | 102.4          
12   | 6.8             | 6.8             | 5.3            
13   | 0.1             | 0.1             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 16960.7         | 16664.1         | 14933.6        
18   | 448.9           | 448.3           | 423.0          
19   | 9.5             | 9.5             | 4.7            
20   | 0.2             | 0.2             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 19071.7         | 18925.1         | 16837.1        
26   | 522.8           | 522.4           | 482.0          
27   | 12.7            | 12.6            | 11.9           
28   | 0.2             | 0.2             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 82701.7         | 80588.1         | 69115.6        
=================================================================
