COUNTRATE ANALYSIS: round_6.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10523.4         | 10410.7         | 8538.0         
2    | 562.1           | 561.8           | 524.1          
3    | 10.4            | 10.4            | 3.0            
4    | 0.1             | 0.1             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 30151.7         | 28668.5         | 23645.3        
10   | 2581.2          | 2577.1          | 2294.9         
11   | 97.4            | 97.5            | 91.9           
12   | 5.0             | 5.0             | 4.2            
13   | 0.3             | 0.3             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 16141.9         | 15865.1         | 14199.5        
18   | 401.3           | 400.6           | 376.3          
19   | 9.0             | 9.0             | 0.0            
20   | 0.0             | 0.0             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 17937.5         | 17794.4         | 15822.4        
26   | 465.0           | 465.1           | 436.7          
27   | 7.6             | 7.6             | 3.1            
28   | 0.1             | 0.1             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 78894.0         | 76873.3         | 65939.6        
=================================================================
