COUNTRATE ANALYSIS: round_27.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 11776.3         | 11642.6         | 9552.8         
2    | 710.0           | 708.6           | 666.0          
3    | 14.0            | 14.0            | 11.7           
4    | 0.5             | 0.5             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 32860.6         | 31157.7         | 25389.9        
10   | 3211.0          | 3206.4          | 2840.6         
11   | 131.2           | 131.4           | 123.9          
12   | 7.2             | 7.2             | 6.2            
13   | 0.4             | 0.4             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 12169.4         | 11965.9         | 10632.0        
18   | 285.2           | 285.5           | 266.9          
19   | 3.4             | 3.4             | 0.0            
20   | 0.0             | 0.0             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 13280.1         | 13185.9         | 11525.8        
26   | 401.8           | 402.6           | 375.5          
27   | 5.9             | 5.9             | 5.7            
28   | 0.2             | 0.2             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 74857.3         | 72718.5         | 61397.1        
=================================================================
