COUNTRATE ANALYSIS: round_8.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10595.1         | 10480.6         | 8569.4         
2    | 581.8           | 582.0           | 542.1          
3    | 10.2            | 10.2            | 7.7            
4    | 0.6             | 0.6             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 30262.8         | 28808.5         | 23734.6        
10   | 2599.8          | 2597.3          | 2304.8         
11   | 101.1           | 100.9           | 93.9           
12   | 4.8             | 4.7             | 0.0            
13   | 0.0             | 0.0             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 15683.3         | 15428.6         | 13807.4        
18   | 385.7           | 385.7           | 362.2          
19   | 6.2             | 6.3             | 4.4            
20   | 0.2             | 0.2             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 17280.9         | 17147.1         | 15230.8        
26   | 451.1           | 451.2           | 423.8          
27   | 9.3             | 9.3             | 4.5            
28   | 0.1             | 0.1             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 77972.9         | 76013.2         | 65085.6        
=================================================================
