COUNTRATE ANALYSIS: round_29.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 11818.3         | 11681.3         | 9623.5         
2    | 672.1           | 671.2           | 628.1          
3    | 11.4            | 11.4            | 9.9            
4    | 0.2             | 0.2             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 32605.8         | 30939.2         | 25243.4        
10   | 3142.5          | 3136.7          | 2772.5         
11   | 131.3           | 131.4           | 124.3          
12   | 6.4             | 6.4             | 0.0            
13   | 0.0             | 0.0             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 16088.7         | 15825.2         | 14119.6        
18   | 423.8           | 422.9           | 400.1          
19   | 7.7             | 7.7             | 5.6            
20   | 0.1             | 0.1             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 17966.5         | 17829.6         | 15740.1        
26   | 546.4           | 546.4           | 515.8          
27   | 11.3            | 11.4            | 0.1            
28   | 0.1             | 0.1             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 83432.5         | 81221.1         | 69183.1        
=================================================================
