COUNTRATE ANALYSIS: round_20.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10618.4         | 10503.6         | 8618.8         
2    | 579.1           | 578.6           | 539.5          
3    | 10.1            | 10.0            | 8.7            
4    | 0.3             | 0.3             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 30157.8         | 28678.0         | 23594.1        
10   | 2654.1          | 2648.3          | 2367.7         
11   | 95.0            | 95.0            | 88.4           
12   | 4.5             | 4.4             | 4.2            
13   | 0.1             | 0.1             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 13248.6         | 13026.9         | 11596.8        
18   | 302.4           | 301.8           | 281.4          
19   | 5.5             | 5.5             | 0.0            
20   | 0.0             | 0.0             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 14370.8         | 14269.3         | 12531.2        
26   | 412.6           | 411.9           | 379.0          
27   | 7.9             | 7.8             | 2.2            
28   | 0.1             | 0.1             | 0.0            
29   | 0.1             | 0.1             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 72467.3         | 70541.9         | 60011.8        
=================================================================
