COUNTRATE ANALYSIS: round_22.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10331.4         | 10227.0         | 8377.6         
2    | 555.2           | 555.6           | 519.1          
3    | 10.0            | 9.9             | 0.0            
4    | 0.0             | 0.0             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 29845.4         | 28382.1         | 23402.1        
10   | 2543.3          | 2540.6          | 2266.6         
11   | 92.6            | 92.7            | 87.6           
12   | 3.9             | 3.9             | 0.0            
13   | 0.0             | 0.0             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 13079.7         | 12868.8         | 11469.3        
18   | 304.5           | 304.3           | 284.8          
19   | 3.7             | 3.8             | 0.0            
20   | 0.0             | 0.0             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 14154.8         | 14049.5         | 12293.6        
26   | 410.4           | 410.6           | 384.9          
27   | 6.6             | 6.6             | 4.0            
28   | 0.2             | 0.2             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 71341.7         | 69455.7         | 59089.6        
=================================================================
