COUNTRATE ANALYSIS: round_2.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10810.0         | 10684.9         | 8792.6         
2    | 586.8           | 586.4           | 548.0          
3    | 8.4             | 8.4             | 6.4            
4    | 0.7             | 0.7             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 30798.7         | 29246.8         | 24033.4        
10   | 2742.8          | 2734.1          | 2438.2         
11   | 102.4           | 102.4           | 97.6           
12   | 4.7             | 4.7             | 4.0            
13   | 0.2             | 0.2             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 12674.6         | 12459.8         | 11134.9        
18   | 289.0           | 288.7           | 271.5          
19   | 4.7             | 4.7             | 0.0            
20   | 0.0             | 0.0             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 13648.3         | 13549.3         | 11939.2        
26   | 382.0           | 381.8           | 355.4          
27   | 5.6             | 5.6             | 2.5            
28   | 0.1             | 0.1             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 72059.0         | 70058.7         | 59623.8        
=================================================================
