COUNTRATE ANALYSIS: round_5.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10597.4         | 10490.6         | 8579.6         
2    | 595.7           | 595.0           | 561.5          
3    | 10.6            | 10.6            | 1.6            
4    | 0.1             | 0.1             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 30266.6         | 28780.2         | 23661.6        
10   | 2651.4          | 2647.7          | 2353.4         
11   | 102.7           | 102.5           | 96.4           
12   | 6.0             | 6.0             | 5.6            
13   | 0.2             | 0.2             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 11944.6         | 11750.2         | 10466.0        
18   | 255.2           | 256.1           | 240.5          
19   | 3.7             | 3.7             | 0.0            
20   | 0.0             | 0.0             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 12643.3         | 12552.4         | 11019.7        
26   | 349.3           | 348.9           | 307.4          
27   | 4.7             | 4.6             | 2.9            
28   | 0.1             | 0.1             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 69431.6         | 67549.1         | 57296.2        
=================================================================
