COUNTRATE ANALYSIS: round_30.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 11773.8         | 11639.6         | 9557.3         
2    | 679.1           | 678.7           | 636.9          
3    | 11.1            | 11.1            | 6.7            
4    | 0.3             | 0.3             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 32773.3         | 31127.1         | 25330.5        
10   | 3216.2          | 3210.7          | 2843.7         
11   | 136.3           | 136.3           | 128.7          
12   | 7.4             | 7.4             | 0.0            
13   | 0.0             | 0.0             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 13295.8         | 13078.9         | 11641.2        
18   | 318.2           | 318.2           | 291.5          
19   | 5.3             | 5.3             | 0.0            
20   | 0.0             | 0.0             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 14578.3         | 14461.6         | 12652.7        
26   | 458.1           | 458.0           | 424.0          
27   | 8.5             | 8.5             | 8.4            
28   | 0.1             | 0.1             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 77261.8         | 75141.8         | 63521.5        
=================================================================
