COUNTRATE ANALYSIS: round_18.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10187.8         | 10078.6         | 8270.5         
2    | 547.3           | 547.1           | 513.8          
3    | 9.0             | 9.0             | 0.0            
4    | 0.0             | 0.0             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 29465.2         | 28049.0         | 23161.0        
10   | 2455.7          | 2452.9          | 2175.9         
11   | 90.7            | 90.7            | 84.5           
12   | 5.2             | 5.2             | 4.7            
13   | 0.4             | 0.4             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 16466.3         | 16189.7         | 14468.0        
18   | 416.0           | 416.0           | 391.2          
19   | 7.1             | 7.1             | 6.3            
20   | 0.2             | 0.2             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 18241.5         | 18102.2         | 16069.1        
26   | 488.4           | 488.4           | 456.7          
27   | 9.1             | 9.1             | 2.7            
28   | 0.1             | 0.1             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 78390.1         | 76445.6         | 65604.4        
=================================================================
