COUNTRATE ANALYSIS: round_26.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 11507.4         | 11380.1         | 9337.5         
2    | 669.1           | 669.0           | 626.0          
3    | 10.5            | 10.6            | 5.1            
4    | 0.2             | 0.2             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 32432.3         | 30779.8         | 25151.7        
10   | 3103.5          | 3097.7          | 2744.7         
11   | 128.3           | 128.2           | 120.0          
12   | 7.9             | 7.9             | 6.6            
13   | 0.2             | 0.2             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 16875.3         | 16597.3         | 14860.9        
18   | 446.7           | 447.4           | 421.9          
19   | 8.8             | 8.9             | 7.9            
20   | 0.1             | 0.1             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 19013.2         | 18854.9         | 16752.7        
26   | 529.4           | 529.0           | 497.9          
27   | 10.1            | 10.0            | 0.3            
28   | 0.1             | 0.1             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 84743.3         | 82521.4         | 70533.1        
=================================================================
