COUNTRATE ANALYSIS: round_18.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10074.7         | 9962.3          | 8155.3         
2    | 527.9           | 527.3           | 497.1          
3    | 7.2             | 7.2             | 7.0            
4    | 0.2             | 0.2             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 29244.4         | 27814.5         | 22955.1        
10   | 2430.9          | 2427.3          | 2162.4         
11   | 85.6            | 85.7            | 80.1           
12   | 4.8             | 4.8             | 1.0            
13   | 0.1             | 0.1             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 14692.4         | 14454.9         | 12950.4        
18   | 348.2           | 347.0           | 326.0          
19   | 6.2             | 6.2             | 5.5            
20   | 0.2             | 0.2             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 16149.2         | 16034.2         | 14209.7        
26   | 403.4           | 402.8           | 379.8          
27   | 7.8             | 7.9             | 6.5            
28   | 0.1             | 0.1             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 73983.5         | 72082.9         | 61735.9        
=================================================================
