COUNTRATE ANALYSIS: round_3.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10860.0         | 10742.5         | 8829.5         
2    | 598.1           | 597.8           | 554.8          
3    | 10.6            | 10.6            | 8.1            
4    | 0.4             | 0.4             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 30845.4         | 29313.3         | 24091.8        
10   | 2738.1          | 2734.9          | 2432.8         
11   | 105.7           | 105.7           | 98.9           
12   | 6.0             | 6.0             | 2.2            
13   | 0.2             | 0.2             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 16994.4         | 16711.8         | 14948.0        
18   | 447.7           | 447.7           | 419.6          
19   | 9.1             | 9.1             | 6.7            
20   | 0.1             | 0.1             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 18992.9         | 18845.0         | 16682.0        
26   | 564.2           | 564.2           | 527.2          
27   | 13.3            | 13.3            | 12.7           
28   | 0.4             | 0.4             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 82186.6         | 80102.9         | 68614.4        
=================================================================
