COUNTRATE ANALYSIS: round_11.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10450.6         | 10330.7         | 8475.6         
2    | 552.6           | 552.8           | 507.8          
3    | 8.7             | 8.6             | 8.2            
4    | 0.2             | 0.2             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 30053.7         | 28536.1         | 23492.0        
10   | 2602.3          | 2597.3          | 2314.6         
11   | 99.3            | 99.5            | 95.0           
12   | 4.1             | 4.1             | 3.6            
13   | 0.4             | 0.4             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 17045.0         | 16756.0         | 14988.8        
18   | 447.1           | 447.0           | 416.8          
19   | 7.9             | 7.8             | 0.0            
20   | 0.0             | 0.0             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 19081.5         | 18935.2         | 16795.9        
26   | 538.8           | 538.8           | 508.0          
27   | 12.1            | 12.2            | 9.9            
28   | 0.4             | 0.4             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 80904.8         | 78827.1         | 67615.9        
=================================================================
