COUNTRATE ANALYSIS: round_27.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 11726.9         | 11592.3         | 9507.4         
2    | 695.1           | 694.9           | 654.5          
3    | 9.9             | 9.9             | 8.8            
4    | 0.3             | 0.3             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 32655.2         | 31014.1         | 25280.0        
10   | 3146.6          | 3141.7          | 2796.0         
11   | 124.9           | 124.9           | 117.2          
12   | 7.0             | 7.0             | 6.4            
13   | 0.3             | 0.3             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 16383.7         | 16112.7         | 14414.5        
18   | 430.5           | 430.5           | 393.3          
19   | 9.5             | 9.5             | 8.2            
20   | 0.3             | 0.3             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 18401.3         | 18255.2         | 16195.9        
26   | 512.7           | 512.7           | 482.7          
27   | 9.8             | 9.8             | 1.3            
28   | 0.3             | 0.3             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 84114.4         | 81916.4         | 69866.4        
=================================================================
