COUNTRATE ANALYSIS: round_15.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10539.4         | 10427.2         | 8566.0         
2    | 563.7           | 563.8           | 530.5          
3    | 8.0             | 8.2             | 7.5            
4    | 0.1             | 0.1             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 30141.4         | 28639.1         | 23533.3        
10   | 2644.3          | 2640.2          | 2358.8         
11   | 96.9            | 97.2            | 90.9           
12   | 5.7             | 5.7             | 4.9            
13   | 0.4             | 0.4             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 11981.5         | 11792.6         | 10470.7        
18   | 261.2           | 260.6           | 244.9          
19   | 3.0             | 3.0             | 0.0            
20   | 0.0             | 0.0             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 12689.5         | 12599.4         | 10982.7        
26   | 391.8           | 391.9           | 365.3          
27   | 6.3             | 6.4             | 1.9            
28   | 0.2             | 0.2             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 69333.4         | 67435.9         | 57157.3        
=================================================================
