COUNTRATE ANALYSIS: round_27.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 11583.6         | 11444.5         | 9395.1         
2    | 694.2           | 693.7           | 641.0          
3    | 13.0            | 13.0            | 8.9            
4    | 0.3             | 0.3             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 32381.2         | 30742.6         | 25110.6        
10   | 3062.7          | 3058.0          | 2705.9         
11   | 126.7           | 126.7           | 115.0          
12   | 8.6             | 8.6             | 6.1            
13   | 0.3             | 0.3             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 14286.8         | 14053.8         | 12504.8        
18   | 361.7           | 361.6           | 337.0          
19   | 4.6             | 4.6             | 2.5            
20   | 0.1             | 0.1             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 15780.6         | 15665.9         | 13748.5        
26   | 489.0           | 489.0           | 445.5          
27   | 9.1             | 9.1             | 3.4            
28   | 0.1             | 0.1             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 78802.6         | 76671.8         | 65024.3        
=================================================================
