COUNTRATE ANALYSIS: round_12.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10725.4         | 10604.5         | 8710.1         
2    | 585.6           | 585.6           | 546.1          
3    | 10.2            | 10.2            | 5.5            
4    | 0.1             | 0.1             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 30626.9         | 29091.3         | 23892.4        
10   | 2732.6          | 2726.1          | 2429.7         
11   | 103.4           | 103.3           | 99.1           
12   | 4.3             | 4.3             | 1.4            
13   | 0.4             | 0.4             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 15766.4         | 15483.0         | 13860.5        
18   | 384.6           | 384.1           | 361.7          
19   | 6.1             | 6.1             | 5.6            
20   | 0.2             | 0.2             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 17492.3         | 17352.8         | 15421.2        
26   | 465.2           | 464.5           | 433.1          
27   | 9.5             | 9.4             | 6.5            
28   | 0.1             | 0.1             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 78913.4         | 76826.0         | 65772.8        
=================================================================
