COUNTRATE ANALYSIS: round_23.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10648.3         | 10531.9         | 8637.6         
2    | 580.4           | 580.1           | 544.7          
3    | 9.9             | 9.9             | 7.6            
4    | 0.2             | 0.2             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 30464.7         | 28938.4         | 23760.4        
10   | 2683.8          | 2680.2          | 2383.5         
11   | 100.1           | 100.1           | 94.1           
12   | 5.4             | 5.4             | 4.9            
13   | 0.1             | 0.1             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 12154.3         | 11958.2         | 10640.4        
18   | 264.9           | 264.9           | 230.5          
19   | 2.7             | 2.7             | 0.0            
20   | 0.0             | 0.0             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 12919.7         | 12827.3         | 11182.3        
26   | 393.7           | 393.7           | 362.5          
27   | 6.6             | 6.6             | 3.4            
28   | 0.1             | 0.1             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 70235.0         | 68299.9         | 57851.9        
=================================================================
