COUNTRATE ANALYSIS: round_18.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10327.5         | 10222.0         | 8374.2         
2    | 547.9           | 547.7           | 505.0          
3    | 9.0             | 9.0             | 7.1            
4    | 0.2             | 0.2             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 29747.6         | 28266.6         | 23281.8        
10   | 2536.6          | 2532.5          | 2260.8         
11   | 95.9            | 95.9            | 90.1           
12   | 5.5             | 5.5             | 1.3            
13   | 0.2             | 0.2             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 11677.7         | 11482.7         | 10236.3        
18   | 246.5           | 246.4           | 211.1          
19   | 3.0             | 3.0             | 0.0            
20   | 0.0             | 0.0             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 12327.4         | 12238.1         | 10650.3        
26   | 379.8           | 379.7           | 352.6          
27   | 5.3             | 5.3             | 0.8            
28   | 0.1             | 0.1             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 67910.3         | 66034.9         | 55971.5        
=================================================================
