COUNTRATE ANALYSIS: round_6.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10684.4         | 10560.8         | 8682.3         
2    | 587.4           | 586.7           | 550.9          
3    | 9.3             | 9.3             | 5.3            
4    | 0.3             | 0.3             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 30509.3         | 28972.1         | 23792.8        
10   | 2690.2          | 2686.2          | 2393.1         
11   | 102.6           | 102.5           | 96.9           
12   | 5.3             | 5.3             | 1.7            
13   | 0.2             | 0.2             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 12658.7         | 12450.6         | 11103.7        
18   | 282.5           | 282.0           | 264.6          
19   | 4.2             | 4.2             | 0.0            
20   | 0.0             | 0.0             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 13541.3         | 13442.0         | 11802.6        
26   | 379.0           | 378.8           | 345.7          
27   | 6.0             | 5.9             | 4.9            
28   | 0.1             | 0.1             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 71460.6         | 69487.1         | 59044.6        
=================================================================
