COUNTRATE ANALYSIS: round_1.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10868.8         | 10753.7         | 8839.4         
2    | 609.7           | 609.0           | 569.9          
3    | 9.9             | 9.9             | 8.6            
4    | 0.1             | 0.1             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 30807.5         | 29265.1         | 24063.3        
10   | 2725.6          | 2720.5          | 2415.8         
11   | 108.6           | 108.9           | 100.2          
12   | 6.1             | 6.1             | 5.5            
13   | 0.4             | 0.4             | 0.2            
14   | 0.1             | 0.1             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 12403.2         | 12200.5         | 10874.0        
18   | 278.9           | 279.3           | 260.3          
19   | 5.5             | 5.6             | 5.1            
20   | 0.3             | 0.3             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 13324.7         | 13231.6         | 11539.6        
26   | 411.1           | 410.7           | 379.1          
27   | 6.1             | 6.1             | 3.7            
28   | 0.2             | 0.2             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 71566.8         | 69608.1         | 59064.9        
=================================================================
