COUNTRATE ANALYSIS: round_15.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10438.8         | 10326.3         | 8452.3         
2    | 564.9           | 564.9           | 530.6          
3    | 7.2             | 7.2             | 4.2            
4    | 0.3             | 0.3             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 29918.8         | 28426.8         | 23381.7        
10   | 2596.8          | 2592.7          | 2301.7         
11   | 96.3            | 96.3            | 88.7           
12   | 6.3             | 6.3             | 5.4            
13   | 0.3             | 0.3             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 15004.1         | 14754.4         | 13161.4        
18   | 367.5           | 367.5           | 335.8          
19   | 6.1             | 6.1             | 2.4            
20   | 0.1             | 0.1             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 16439.6         | 16314.8         | 14380.8        
26   | 464.1           | 464.1           | 429.8          
27   | 10.6            | 10.6            | 8.0            
28   | 0.2             | 0.2             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 75922.1         | 73939.0         | 63082.8        
=================================================================
