COUNTRATE ANALYSIS: round_16.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10087.0         | 9984.0          | 8177.5         
2    | 526.1           | 525.4           | 493.6          
3    | 7.7             | 7.7             | 3.6            
4    | 0.2             | 0.2             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 29251.7         | 27805.2         | 22951.7        
10   | 2428.4          | 2426.2          | 2158.9         
11   | 93.2            | 93.3            | 87.5           
12   | 5.1             | 5.1             | 3.5            
13   | 0.2             | 0.2             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 14857.4         | 14620.6         | 13051.8        
18   | 342.9           | 343.3           | 321.1          
19   | 5.3             | 5.3             | 5.2            
20   | 0.2             | 0.2             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 16307.2         | 16194.1         | 14275.5        
26   | 455.9           | 456.7           | 427.9          
27   | 7.6             | 7.6             | 4.7            
28   | 0.3             | 0.3             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 74376.3         | 72475.5         | 61962.5        
=================================================================
