COUNTRATE ANALYSIS: round_11.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10455.7         | 10340.9         | 8481.2         
2    | 562.5           | 563.5           | 525.9          
3    | 8.5             | 8.5             | 6.2            
4    | 0.4             | 0.4             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 30136.3         | 28622.6         | 23525.4        
10   | 2625.7          | 2621.0          | 2331.0         
11   | 101.1           | 101.3           | 94.8           
12   | 5.6             | 5.6             | 4.1            
13   | 0.1             | 0.1             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 16844.3         | 16558.6         | 14806.3        
18   | 441.3           | 440.6           | 415.7          
19   | 6.5             | 6.5             | 6.4            
20   | 0.1             | 0.1             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 18749.0         | 18611.6         | 16518.9        
26   | 518.9           | 518.9           | 489.7          
27   | 11.8            | 11.7            | 6.7            
28   | 0.3             | 0.3             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 80468.0         | 78412.4         | 67212.1        
=================================================================
