COUNTRATE ANALYSIS: round_1.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10911.5         | 10797.8         | 8863.3         
2    | 606.1           | 605.4           | 563.6          
3    | 9.4             | 9.4             | 0.1            
4    | 0.1             | 0.1             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 31027.8         | 29495.9         | 24212.9        
10   | 2752.3          | 2748.8          | 2437.5         
11   | 108.1           | 107.9           | 100.6          
12   | 5.4             | 5.3             | 0.0            
13   | 0.0             | 0.0             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 17664.3         | 17367.9         | 15529.6        
18   | 472.6           | 472.6           | 444.1          
19   | 9.0             | 9.0             | 0.3            
20   | 0.1             | 0.1             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 19941.5         | 19789.4         | 17563.1        
26   | 577.2           | 576.8           | 546.1          
27   | 13.1            | 13.2            | 8.3            
28   | 0.3             | 0.3             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 84098.8         | 82000.0         | 70269.4        
=================================================================
