COUNTRATE ANALYSIS: round_10.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10437.9         | 10324.7         | 8465.5         
2    | 559.1           | 559.3           | 523.8          
3    | 8.3             | 8.3             | 8.0            
4    | 0.2             | 0.2             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 29922.9         | 28455.4         | 23461.5        
10   | 2548.0          | 2546.3          | 2266.3         
11   | 94.3            | 94.3            | 89.3           
12   | 4.5             | 4.5             | 2.9            
13   | 0.1             | 0.1             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 12696.6         | 12494.0         | 11151.7        
18   | 270.4           | 270.9           | 252.9          
19   | 4.0             | 4.1             | 0.0            
20   | 0.0             | 0.0             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 13514.8         | 13420.4         | 11736.4        
26   | 393.2           | 392.6           | 365.7          
27   | 7.3             | 7.3             | 6.7            
28   | 0.3             | 0.3             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 70462.0         | 68582.7         | 58330.7        
=================================================================
