COUNTRATE ANALYSIS: round_6.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10419.7         | 10300.3         | 8466.9         
2    | 554.3           | 554.2           | 518.6          
3    | 6.9             | 6.9             | 4.0            
4    | 0.3             | 0.3             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 29795.7         | 28364.7         | 23418.1        
10   | 2496.6          | 2492.3          | 2216.9         
11   | 97.3            | 97.3            | 92.7           
12   | 4.5             | 4.5             | 2.5            
13   | 0.2             | 0.2             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 15454.9         | 15190.8         | 13555.8        
18   | 373.9           | 373.7           | 348.2          
19   | 5.7             | 5.7             | 0.5            
20   | 0.1             | 0.1             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 17166.9         | 17045.0         | 15057.5        
26   | 487.8           | 487.8           | 459.5          
27   | 10.0            | 10.0            | 5.2            
28   | 0.3             | 0.3             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 76875.1         | 74934.1         | 64146.3        
=================================================================
