COUNTRATE ANALYSIS: round_21.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10748.6         | 10630.8         | 8704.0         
2    | 592.3           | 591.9           | 555.3          
3    | 8.2             | 8.3             | 5.7            
4    | 0.2             | 0.2             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 30652.2         | 29127.0         | 23879.4        
10   | 2741.4          | 2738.2          | 2429.2         
11   | 104.9           | 104.7           | 98.8           
12   | 4.6             | 4.6             | 2.1            
13   | 0.1             | 0.1             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 16896.4         | 16619.1         | 14852.6        
18   | 457.6           | 458.0           | 430.7          
19   | 7.5             | 7.6             | 2.4            
20   | 0.2             | 0.2             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 18841.5         | 18704.4         | 16569.2        
26   | 541.2           | 541.1           | 510.4          
27   | 11.4            | 11.4            | 0.3            
28   | 0.1             | 0.1             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 81608.3         | 79547.7         | 68040.2        
=================================================================
