COUNTRATE ANALYSIS: round_26.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 11440.3         | 11324.6         | 9285.5         
2    | 658.2           | 658.3           | 616.2          
3    | 12.9            | 13.0            | 3.5            
4    | 0.2             | 0.2             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 32147.1         | 30564.6         | 24971.0        
10   | 3007.7          | 3009.1          | 2661.4         
11   | 121.2           | 121.6           | 111.7          
12   | 7.2             | 7.1             | 6.8            
13   | 0.4             | 0.4             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 11841.6         | 11642.2         | 10359.2        
18   | 272.9           | 273.2           | 253.8          
19   | 4.2             | 4.2             | 0.0            
20   | 0.0             | 0.0             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 12690.0         | 12610.0         | 10988.7        
26   | 398.1           | 399.0           | 362.1          
27   | 6.8             | 6.7             | 5.5            
28   | 0.2             | 0.2             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 72609.1         | 70634.4         | 59625.4        
=================================================================
