COUNTRATE ANALYSIS: round_15.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10438.0         | 10331.9         | 8462.8         
2    | 566.3           | 565.8           | 532.3          
3    | 7.9             | 7.9             | 5.2            
4    | 0.2             | 0.2             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 29924.2         | 28449.1         | 23434.1        
10   | 2592.4          | 2586.9          | 2307.5         
11   | 96.3            | 96.0            | 89.0           
12   | 6.6             | 6.5             | 5.9            
13   | 0.7             | 0.7             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 12449.8         | 12254.3         | 10959.6        
18   | 270.8           | 270.0           | 243.8          
19   | 3.1             | 3.1             | 0.0            
20   | 0.0             | 0.0             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 13274.8         | 13187.8         | 11577.8        
26   | 367.3           | 367.1           | 343.8          
27   | 4.8             | 4.8             | 0.0            
28   | 0.0             | 0.0             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 70003.3         | 68132.1         | 57961.8        
=================================================================
