COUNTRATE ANALYSIS: round_1.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 11023.8         | 10901.5         | 8978.9         
2    | 605.0           | 604.9           | 566.2          
3    | 9.9             | 9.9             | 5.2            
4    | 0.4             | 0.4             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 31095.7         | 29552.9         | 24260.8        
10   | 2788.9          | 2784.7          | 2473.1         
11   | 108.4           | 108.3           | 98.8           
12   | 5.0             | 5.0             | 2.3            
13   | 0.1             | 0.1             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 16433.4         | 16167.5         | 14474.2        
18   | 419.0           | 419.0           | 388.0          
19   | 7.0             | 7.0             | 2.0            
20   | 0.3             | 0.3             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 18419.4         | 18282.4         | 16232.3        
26   | 510.6           | 510.6           | 480.6          
27   | 10.6            | 10.6            | 7.7            
28   | 0.3             | 0.3             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 81438.0         | 79365.5         | 67970.3        
=================================================================
