COUNTRATE ANALYSIS: round_8.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10773.3         | 10661.6         | 8730.2         
2    | 606.3           | 605.5           | 569.4          
3    | 8.8             | 8.8             | 6.0            
4    | 0.3             | 0.3             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 30628.9         | 29113.8         | 23930.6        
10   | 2691.6          | 2687.2          | 2389.3         
11   | 104.7           | 104.8           | 95.5           
12   | 5.7             | 5.6             | 5.1            
13   | 0.2             | 0.2             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 15024.6         | 14776.4         | 13200.7        
18   | 364.7           | 363.8           | 343.3          
19   | 6.2             | 6.2             | 1.0            
20   | 0.1             | 0.1             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 16563.6         | 16441.4         | 14483.2        
26   | 486.7           | 486.0           | 455.9          
27   | 8.3             | 8.3             | 0.0            
28   | 0.0             | 0.0             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 77273.8         | 75270.0         | 64210.3        
=================================================================
