COUNTRATE ANALYSIS: round_21.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10647.4         | 10534.4         | 8624.9         
2    | 599.9           | 599.0           | 561.9          
3    | 8.5             | 8.5             | 6.9            
4    | 0.5             | 0.5             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 30432.1         | 28948.5         | 23754.7        
10   | 2699.9          | 2697.1          | 2398.7         
11   | 103.2           | 103.2           | 96.6           
12   | 5.9             | 5.9             | 3.3            
13   | 0.3             | 0.3             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 11356.0         | 11178.0         | 9928.9         
18   | 245.3           | 246.4           | 229.4          
19   | 2.8             | 2.9             | 0.0            
20   | 0.0             | 0.0             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 11879.9         | 11799.0         | 10245.3        
26   | 372.2           | 372.3           | 346.1          
27   | 6.1             | 6.1             | 3.1            
28   | 0.1             | 0.1             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 68360.4         | 66502.2         | 56199.8        
=================================================================
