COUNTRATE ANALYSIS: round_28.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 11676.3         | 11540.8         | 9488.3         
2    | 676.2           | 676.4           | 629.2          
3    | 11.1            | 11.0            | 0.0            
4    | 0.0             | 0.0             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 32345.5         | 30718.6         | 25067.2        
10   | 3088.5          | 3085.9          | 2735.4         
11   | 124.2           | 124.4           | 117.5          
12   | 6.5             | 6.5             | 5.8            
13   | 0.3             | 0.3             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 16361.4         | 16095.9         | 14414.2        
18   | 437.6           | 437.5           | 404.5          
19   | 11.9            | 11.9            | 8.7            
20   | 0.3             | 0.3             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 18499.5         | 18361.8         | 16272.9        
26   | 534.1           | 534.9           | 504.7          
27   | 10.5            | 10.5            | 9.0            
28   | 0.2             | 0.2             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 83784.0         | 81616.9         | 69657.2        
=================================================================
