COUNTRATE ANALYSIS: round_2.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10877.8         | 10759.1         | 8845.2         
2    | 597.7           | 597.0           | 558.2          
3    | 9.5             | 9.5             | 9.2            
4    | 0.3             | 0.3             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 30780.8         | 29235.2         | 23981.9        
10   | 2743.6          | 2738.3          | 2434.4         
11   | 109.4           | 109.4           | 103.6          
12   | 5.3             | 5.3             | 0.0            
13   | 0.0             | 0.0             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 16541.7         | 16240.2         | 14539.3        
18   | 432.6           | 432.5           | 399.5          
19   | 9.6             | 9.6             | 8.5            
20   | 0.3             | 0.3             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 18552.7         | 18412.6         | 16353.4        
26   | 511.6           | 511.5           | 482.6          
27   | 9.2             | 9.2             | 3.4            
28   | 0.1             | 0.1             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 81182.4         | 79070.3         | 67719.1        
=================================================================
