COUNTRATE ANALYSIS: round_2.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10759.6         | 10641.3         | 8712.2         
2    | 594.2           | 594.2           | 533.3          
3    | 8.7             | 8.6             | 6.8            
4    | 0.5             | 0.5             | 0.3            
5    | 0.1             | 0.1             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 30658.2         | 29131.0         | 23978.1        
10   | 2696.8          | 2692.7          | 2396.7         
11   | 103.3           | 103.2           | 97.4           
12   | 5.0             | 5.0             | 5.0            
13   | 0.1             | 0.1             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 14608.3         | 14362.4         | 12808.0        
18   | 346.9           | 346.9           | 326.5          
19   | 6.1             | 6.1             | 1.4            
20   | 0.2             | 0.2             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 16158.9         | 16043.3         | 14128.2        
26   | 476.9           | 477.4           | 442.8          
27   | 8.7             | 8.6             | 3.6            
28   | 0.3             | 0.3             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 76432.7         | 74422.0         | 63440.3        
=================================================================
