COUNTRATE ANALYSIS: round_18.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10221.8         | 10110.0         | 8277.7         
2    | 544.5           | 544.0           | 488.0          
3    | 7.6             | 7.6             | 5.5            
4    | 0.1             | 0.1             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 29478.2         | 28034.6         | 23151.2        
10   | 2462.7          | 2457.9          | 2203.1         
11   | 87.2            | 87.1            | 80.5           
12   | 5.0             | 5.0             | 4.3            
13   | 0.3             | 0.3             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 16369.5         | 16102.0         | 14400.3        
18   | 419.4           | 419.1           | 392.7          
19   | 7.4             | 7.4             | 5.5            
20   | 0.3             | 0.3             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 18223.8         | 18086.2         | 16040.4        
26   | 498.7           | 498.1           | 469.5          
27   | 9.2             | 9.2             | 0.8            
28   | 0.1             | 0.1             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 78335.9         | 76369.0         | 65519.5        
=================================================================
