COUNTRATE ANALYSIS: round_28.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 11518.0         | 11388.8         | 9346.4         
2    | 666.0           | 665.9           | 619.4          
3    | 11.9            | 11.9            | 10.1           
4    | 0.5             | 0.5             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 32174.8         | 30559.0         | 24935.6        
10   | 3064.3          | 3059.2          | 2717.2         
11   | 125.7           | 125.7           | 117.1          
12   | 7.0             | 7.0             | 6.3            
13   | 0.4             | 0.4             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 17237.5         | 16948.9         | 15145.9        
18   | 470.1           | 469.9           | 441.2          
19   | 9.7             | 9.7             | 0.0            
20   | 0.0             | 0.0             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 19446.0         | 19292.5         | 17132.1        
26   | 560.6           | 560.6           | 526.3          
27   | 10.9            | 10.9            | 10.1           
28   | 0.2             | 0.2             | 0.1            
29   | 0.1             | 0.1             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 85303.8         | 83111.3         | 71007.9        
=================================================================
