COUNTRATE ANALYSIS: round_11.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10380.4         | 10269.7         | 8412.5         
2    | 561.5           | 561.2           | 532.0          
3    | 6.3             | 6.3             | 5.3            
4    | 0.2             | 0.2             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 30001.0         | 28517.0         | 23456.2        
10   | 2588.8          | 2585.4          | 2306.1         
11   | 95.7            | 95.8            | 89.4           
12   | 5.3             | 5.3             | 0.0            
13   | 0.0             | 0.0             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 15149.0         | 14894.5         | 13288.8        
18   | 373.3           | 372.8           | 351.9          
19   | 6.1             | 6.1             | 0.0            
20   | 0.0             | 0.0             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 16666.1         | 16551.5         | 14601.6        
26   | 474.7           | 475.1           | 444.5          
27   | 10.4            | 10.4            | 0.0            
28   | 0.0             | 0.0             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 76318.7         | 74351.3         | 63488.3        
=================================================================
