COUNTRATE ANALYSIS: round_6.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10891.6         | 10769.3         | 8818.2         
2    | 615.0           | 614.3           | 578.1          
3    | 9.2             | 9.2             | 4.2            
4    | 0.2             | 0.2             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 30926.1         | 29387.2         | 24133.7        
10   | 2761.5          | 2755.4          | 2454.4         
11   | 106.6           | 106.6           | 100.3          
12   | 5.8             | 5.8             | 0.9            
13   | 0.2             | 0.2             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 17639.6         | 17339.3         | 15499.6        
18   | 474.6           | 473.9           | 444.0          
19   | 10.1            | 10.1            | 0.0            
20   | 0.0             | 0.0             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 19856.8         | 19705.1         | 17505.5        
26   | 574.2           | 573.8           | 546.9          
27   | 8.9             | 8.9             | 6.8            
28   | 0.1             | 0.1             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 83880.4         | 81759.4         | 70092.6        
=================================================================
