COUNTRATE ANALYSIS: round_16.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10042.3         | 9932.7          | 8158.1         
2    | 508.6           | 508.2           | 477.3          
3    | 7.2             | 7.2             | 4.2            
4    | 0.2             | 0.2             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 29183.3         | 27763.4         | 22890.2        
10   | 2433.3          | 2428.7          | 2172.8         
11   | 86.1            | 86.1            | 81.4           
12   | 4.3             | 4.3             | 0.0            
13   | 0.0             | 0.0             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 15309.7         | 15060.5         | 13478.5        
18   | 373.2           | 373.2           | 343.4          
19   | 6.5             | 6.5             | 1.0            
20   | 0.1             | 0.1             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 16937.6         | 16806.6         | 14932.0        
26   | 436.1           | 435.9           | 408.3          
27   | 9.0             | 9.0             | 3.4            
28   | 0.1             | 0.1             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 75337.5         | 73422.6         | 62950.8        
=================================================================
