COUNTRATE ANALYSIS: round_26.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 11474.5         | 11349.3         | 9326.6         
2    | 662.1           | 661.6           | 615.0          
3    | 10.0            | 10.0            | 5.8            
4    | 0.2             | 0.2             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 32281.7         | 30666.2         | 25026.4        
10   | 3069.5          | 3063.2          | 2722.2         
11   | 128.6           | 128.6           | 117.3          
12   | 10.1            | 10.1            | 9.4            
13   | 0.2             | 0.2             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 14628.1         | 14396.3         | 12874.8        
18   | 369.6           | 369.6           | 343.2          
19   | 5.9             | 5.9             | 5.7            
20   | 0.1             | 0.1             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 16163.9         | 16050.0         | 14198.1        
26   | 450.3           | 450.0           | 412.9          
27   | 7.3             | 7.3             | 0.0            
28   | 0.0             | 0.0             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 79262.2         | 77168.8         | 65657.4        
=================================================================
