COUNTRATE ANALYSIS: round_10.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10369.4         | 10260.6         | 8419.3         
2    | 550.3           | 550.0           | 514.0          
3    | 8.7             | 8.7             | 0.9            
4    | 0.1             | 0.1             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 29817.3         | 28311.9         | 23337.1        
10   | 2547.7          | 2540.9          | 2280.9         
11   | 92.6            | 92.2            | 84.9           
12   | 4.9             | 4.8             | 4.4            
13   | 0.1             | 0.1             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 16568.8         | 16285.1         | 14567.5        
18   | 416.9           | 416.5           | 392.5          
19   | 10.0            | 9.9             | 1.2            
20   | 0.1             | 0.1             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 18421.2         | 18275.0         | 16250.9        
26   | 492.8           | 492.2           | 456.6          
27   | 9.3             | 9.2             | 0.0            
28   | 0.0             | 0.0             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 79310.1         | 77257.4         | 66310.1        
=================================================================
