COUNTRATE ANALYSIS: round_25.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 11014.3         | 10897.3         | 8924.2         
2    | 632.0           | 631.7           | 585.3          
3    | 10.1            | 10.1            | 9.8            
4    | 0.1             | 0.1             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 31290.3         | 29761.3         | 24394.6        
10   | 2848.0          | 2843.2          | 2522.0         
11   | 117.6           | 117.6           | 108.9          
12   | 7.1             | 7.1             | 6.7            
13   | 0.3             | 0.3             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 14674.5         | 14437.9         | 12893.6        
18   | 363.4           | 363.4           | 336.8          
19   | 7.2             | 7.2             | 4.8            
20   | 0.2             | 0.2             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 16187.7         | 16067.8         | 14228.8        
26   | 442.3           | 442.2           | 414.9          
27   | 9.2             | 9.2             | 0.0            
28   | 0.0             | 0.0             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 77604.2         | 75596.6         | 64430.5        
=================================================================
