COUNTRATE ANALYSIS: round_3.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10850.6         | 10722.7         | 8800.6         
2    | 603.1           | 602.9           | 559.0          
3    | 11.9            | 11.9            | 11.0           
4    | 0.3             | 0.3             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 30775.0         | 29241.2         | 24020.3        
10   | 2750.8          | 2745.7          | 2442.0         
11   | 105.5           | 105.5           | 98.0           
12   | 6.5             | 6.5             | 5.5            
13   | 0.3             | 0.3             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 13916.9         | 13693.6         | 12267.0        
18   | 318.7           | 318.5           | 292.3          
19   | 6.1             | 6.1             | 3.6            
20   | 0.2             | 0.2             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 15177.2         | 15068.9         | 13312.7        
26   | 408.1           | 408.1           | 383.7          
27   | 7.0             | 7.0             | 1.7            
28   | 0.3             | 0.3             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 74938.5         | 72939.8         | 62197.2        
=================================================================
