COUNTRATE ANALYSIS: round_1.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 11093.6         | 10966.9         | 9008.7         
2    | 621.2           | 621.1           | 577.5          
3    | 11.1            | 11.1            | 6.5            
4    | 0.4             | 0.4             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 31399.8         | 29823.4         | 24411.6        
10   | 2909.3          | 2904.2          | 2579.2         
11   | 119.1           | 119.1           | 112.1          
12   | 6.9             | 6.9             | 3.9            
13   | 0.1             | 0.1             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 14346.7         | 14114.0         | 12637.0        
18   | 345.3           | 345.2           | 320.8          
19   | 5.4             | 5.4             | 0.0            
20   | 0.0             | 0.0             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 15853.1         | 15733.3         | 13903.0        
26   | 436.6           | 436.6           | 399.6          
27   | 7.4             | 7.4             | 4.1            
28   | 0.1             | 0.1             | 0.0            
29   | 0.1             | 0.1             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 77156.1         | 75095.3         | 63964.0        
=================================================================
