COUNTRATE ANALYSIS: round_5.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10819.1         | 10699.3         | 8784.8         
2    | 597.1           | 596.8           | 557.7          
3    | 10.1            | 10.1            | 9.2            
4    | 0.5             | 0.5             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 30794.5         | 29286.4         | 24074.9        
10   | 2710.9          | 2705.6          | 2413.9         
11   | 104.9           | 104.9           | 97.0           
12   | 6.1             | 6.1             | 3.4            
13   | 0.4             | 0.4             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 11697.5         | 11511.1         | 10260.7        
18   | 245.2           | 245.1           | 198.2          
19   | 1.9             | 1.9             | 0.0            
20   | 0.0             | 0.0             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 12368.8         | 12281.7         | 10717.6        
26   | 357.9           | 357.9           | 317.1          
27   | 4.0             | 4.0             | 0.7            
28   | 0.1             | 0.1             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 69719.2         | 67812.1         | 57435.3        
=================================================================
