COUNTRATE ANALYSIS: round_20.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10389.4         | 10273.9         | 8423.2         
2    | 561.4           | 561.4           | 525.7          
3    | 8.1             | 8.1             | 3.8            
4    | 0.4             | 0.4             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 29950.1         | 28469.4         | 23463.0        
10   | 2573.6          | 2567.8          | 2281.7         
11   | 98.4            | 98.4            | 92.1           
12   | 5.7             | 5.7             | 3.5            
13   | 0.2             | 0.2             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 11650.0         | 11462.0         | 10189.3        
18   | 253.0           | 253.0           | 236.6          
19   | 3.0             | 3.0             | 0.0            
20   | 0.0             | 0.0             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 12248.2         | 12166.3         | 10577.4        
26   | 366.9           | 366.9           | 334.2          
27   | 5.7             | 5.7             | 0.2            
28   | 0.3             | 0.3             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 68114.5         | 66242.6         | 56130.7        
=================================================================
