COUNTRATE ANALYSIS: round_6.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10659.3         | 10546.9         | 8641.1         
2    | 583.7           | 583.4           | 547.0          
3    | 9.1             | 9.1             | 0.0            
4    | 0.0             | 0.0             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 30411.1         | 28922.6         | 23800.7        
10   | 2642.2          | 2638.7          | 2345.8         
11   | 103.3           | 103.2           | 97.1           
12   | 6.0             | 6.0             | 4.3            
13   | 0.3             | 0.3             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 17222.7         | 16932.2         | 15160.9        
18   | 452.8           | 452.4           | 420.0          
19   | 9.7             | 9.7             | 0.0            
20   | 0.0             | 0.0             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 19343.8         | 19194.7         | 17053.5        
26   | 537.6           | 537.5           | 509.6          
27   | 10.8            | 10.8            | 0.0            
28   | 0.0             | 0.0             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 81992.4         | 79947.5         | 68579.9        
=================================================================
