COUNTRATE ANALYSIS: round_17.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10459.4         | 10344.8         | 8482.7         
2    | 579.5           | 579.5           | 535.7          
3    | 9.6             | 9.6             | 7.5            
4    | 0.4             | 0.4             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 29943.1         | 28445.1         | 23417.1        
10   | 2585.9          | 2582.0          | 2309.3         
11   | 96.1            | 96.1            | 89.5           
12   | 5.8             | 5.8             | 3.6            
13   | 0.2             | 0.2             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 14756.6         | 14515.7         | 12984.5        
18   | 349.5           | 349.4           | 329.0          
19   | 6.9             | 6.9             | 6.5            
20   | 0.1             | 0.1             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 16050.1         | 15933.8         | 14100.8        
26   | 422.7           | 422.6           | 384.4          
27   | 7.4             | 7.4             | 5.7            
28   | 0.4             | 0.4             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 75273.7         | 73299.8         | 62656.4        
=================================================================
