COUNTRATE ANALYSIS: round_8.ttbin
Integration Time: 600 s
Hardware Deadtime: 900000 ps
=================================================================
Ch   | Raw (Hz)        | Deadtime (Hz)   | Gated (Hz)     
-----------------------------------------------------------------
1    | 10586.0         | 10477.5         | 8552.5         
2    | 586.3           | 586.0           | 538.7          
3    | 9.3             | 9.3             | 1.6            
4    | 0.1             | 0.1             | 0.0            
5    | 0.0             | 0.0             | 0.0            
6    | 0.0             | 0.0             | 0.0            
7    | 0.0             | 0.0             | 0.0            
8    | 0.0             | 0.0             | 0.0            
9    | 30241.9         | 28739.2         | 23677.9        
10   | 2586.8          | 2581.4          | 2305.7         
11   | 92.4            | 92.4            | 87.1           
12   | 3.9             | 3.9             | 0.5            
13   | 0.1             | 0.1             | 0.0            
14   | 0.0             | 0.0             | 0.0            
15   | 0.0             | 0.0             | 0.0            
16   | 0.0             | 0.0             | 0.0            
17   | 12161.3         | 11964.8         | 10659.7        
18   | 258.8           | 258.7           | 231.6          
19   | 3.4             | 3.4             | 2.6            
20   | 0.1             | 0.1             | 0.0            
21   | 0.0             | 0.0             | 0.0            
22   | 0.0             | 0.0             | 0.0            
23   | 0.0             | 0.0             | 0.0            
24   | 0.0             | 0.0             | 0.0            
25   | 12916.9         | 12827.1         | 11174.8        
26   | 385.5           | 385.5           | 360.7          
27   | 4.7             | 4.7             | 4.1            
28   | 0.1             | 0.1             | 0.0            
29   | 0.0             | 0.0             | 0.0            
30   | 0.0             | 0.0             | 0.0            
31   | 0.0             | 0.0             | 0.0            
32   | 0.0             | 0.0             | 0.0            
-----------------------------------------------------------------
SUM  | 69837.6         | 67934.2         | 57597.7        
=================================================================
